date,position,song,artist,popularity,duration_ms,album_type,total_tracks,is_explicit,album_cover_url
21-06-2024,6,TP,Sadek,60,178266,album,20,TRUE,https://i.scdn.co/image/ab67616d0000b2737ead397c5b37e15ce28d8b2c
21-06-2024,7,LA RUE,No Limit & Gazo & Damso,80,225137,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27384f2454da0973c07a508b57e
21-06-2024,8,Rush,Ayra Starr,83,185093,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2734828f4b04d92d6641be98cc5
21-06-2024,9,25 G,Ninho,72,250120,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273317dd270afbcdec456fa3ad1
21-06-2024,10,Nouvelles,PLK,77,179653,single,10,TRUE,https://i.scdn.co/image/ab67616d0000b273390bfa914f9f7b04582aba5d
21-06-2024,11,Finale - Nouvelle École,Dau,76,180000,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27383a0df30f0edbc00c5fc0d2a
21-06-2024,12,Flowers,Miley Cyrus,91,200600,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b27358039b5147731b6e52202e46
21-06-2024,13,Laboratoire,Werenoi,77,162840,album,18,TRUE,https://i.scdn.co/image/ab67616d0000b27338a0c9e975d3aee9b44a6918
21-06-2024,14,La faille,Jul,67,291280,album,21,TRUE,https://i.scdn.co/image/ab67616d0000b273c6f5a6c929bb4da899b35fa2
21-06-2024,15,Solitaire,Werenoi,75,146440,album,10,TRUE,https://i.scdn.co/image/ab67616d0000b273cf79b3201cff3e3a19942f12
21-06-2024,16,Saiyan,Heuss L'enfoiré & Gazo,72,189829,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273a557147daf896f6c80b79d58
21-06-2024,17,Tattoo,Loreen,93,183374,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2732b0ba87db609976eee193bd6
21-06-2024,18,Tiki Taka,Vacra,69,174829,album,8,FALSE,https://i.scdn.co/image/ab67616d0000b2734d82486b5c7a283ab9ed2797
21-06-2024,19,Mr. Ocho,SDM,77,226653,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273455e89dbf3ce2e6d337be1d0
21-06-2024,20,Entraînement,Jul,71,251266,album,21,TRUE,https://i.scdn.co/image/ab67616d0000b273c6f5a6c929bb4da899b35fa2
21-06-2024,21,Capitaine,Djadja & Dinaz,77,155920,album,34,TRUE,https://i.scdn.co/image/ab67616d0000b27307d766657a7ded13871265af
21-06-2024,22,Nocif,Hamza,75,229386,album,17,TRUE,https://i.scdn.co/image/ab67616d0000b2736d70a04b5fbec88db801822f
21-06-2024,23,Decrescendo,Lomepal,77,218586,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273f3b4ab85fc00ae35007eb7d0
21-06-2024,24,"1,2,3 Soleil",NAZAKEBLACK & Naza & KeBlack,68,173419,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273b97a798223df384eb95a3188
21-06-2024,25,Ciao,Werenoi,74,216333,album,18,TRUE,https://i.scdn.co/image/ab67616d0000b27338a0c9e975d3aee9b44a6918
21-06-2024,26,Dépassé,Nuit Incolore,76,172394,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273b157e61791dc23dff9786eb4
21-06-2024,27,Baby Don't Hurt Me,David Guetta & Anne-Marie & Coi Leray,93,140017,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b2730b4ef75c3728599aa4104f7a
21-06-2024,28,Daylight,David Kushner,98,212953,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
21-06-2024,29,The Ballet Girl,Aden Foyer,78,201424,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27347ec34af123096d55e5391e8
21-06-2024,30,La bandite,Jul,79,160893,album,25,TRUE,https://i.scdn.co/image/ab67616d0000b2733c505b5ddcbdf80c7dff5a1f
21-06-2024,31,Business (feat. Naza),DYSTINCT,64,170435,album,17,FALSE,https://i.scdn.co/image/ab67616d0000b2732104123cf1e7823f560c2fce
21-06-2024,32,Piranha (feat. Vacra),Nahir & Vacra,70,155878,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273f2cc56ea19444cf909733b0a
21-06-2024,33,Miracle (with Ellie Goulding),Calvin Harris & Ellie Goulding,92,186496,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273c58e22815048f8dfb1aa8bd0
21-06-2024,34,Urus,Favé,71,147788,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273583586e9318379d1add68cfe
21-06-2024,35,Substitution,Purple Disco Machine & Kungs,84,181477,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273a8bcf8fac8520ac2cbf72ea7
21-06-2024,36,La League,Werenoi,74,179572,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273530417284071d70ff30d43d9
21-06-2024,37,AMBER,Zola,68,182493,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b2733bbe265a079a047a655036de
21-06-2024,38,BESO,ROSALÍA & Rauw Alejandro,96,194543,single,3,FALSE,https://i.scdn.co/image/ab67616d0000b2734d6cf0d0d5e32ca4fa3a59e1
21-06-2024,39,People,Libianca,94,184791,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273fc342f95f117d48dbdde9735
21-06-2024,40,Je la connais,SCH,73,219533,album,13,TRUE,https://i.scdn.co/image/ab67616d0000b273491e586b82711d3023977d69
21-06-2024,41,Tek Tek (feat. MHD),DYSTINCT,63,161506,album,17,FALSE,https://i.scdn.co/image/ab67616d0000b2732104123cf1e7823f560c2fce
21-06-2024,42,DIE,Gazo,77,240413,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273765b01901c10003211f8554d
21-06-2024,43,As It Was,Harry Styles,93,167303,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
21-06-2024,44,TQG,KAROL G,96,197933,album,17,TRUE,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335
21-06-2024,45,Coco,Jul,68,153413,album,21,TRUE,https://i.scdn.co/image/ab67616d0000b273c6f5a6c929bb4da899b35fa2
21-06-2024,46,FLEURS (feat. Tiakola),Gazo,75,210933,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273765b01901c10003211f8554d
21-06-2024,47,Freestyle LVL UP 1,Ninho,76,114182,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273fbe613b1c15b681dc3e84dfe
21-06-2024,48,Khemem,Djadja & Dinaz,36,174571,album,35,TRUE,https://i.scdn.co/image/ab67616d0000b273299e5884fc6c0e26fe8e0009
21-06-2024,49,Eyes Closed,Ed Sheeran,83,194848,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273a0aea3805ed6a87aa394c796
21-06-2024,50,Jolie Go,Shay,72,166654,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2735a09eb134f4d28030aad22f3
22-06-2024,1,Bolide allemand,SDM,82,176746,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273455e89dbf3ce2e6d337be1d0
22-06-2024,2,Meuda,Tiakola,80,152546,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2731bbc72ff946f55d4d3188062
22-06-2024,3,C'est carré le S,Naps,56,201533,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b273d33a76e9a6447e09922125a7
22-06-2024,4,Demain,PLK,80,183013,single,10,TRUE,https://i.scdn.co/image/ab67616d0000b273390bfa914f9f7b04582aba5d
22-06-2024,5,Jolie (feat. Ninho),GAULOIS,76,159573,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b2733c9df4c3afb30980eec2674e
22-06-2024,6,LA RUE,No Limit & Gazo & Damso,80,225137,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27384f2454da0973c07a508b57e
22-06-2024,7,TP,Sadek,62,178266,album,20,TRUE,https://i.scdn.co/image/ab67616d0000b2737ead397c5b37e15ce28d8b2c
22-06-2024,8,Rush,Ayra Starr,83,185093,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2734828f4b04d92d6641be98cc5
22-06-2024,9,Nouvelles,PLK,77,179653,single,10,TRUE,https://i.scdn.co/image/ab67616d0000b273390bfa914f9f7b04582aba5d
22-06-2024,10,25 G,Ninho,72,250120,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273317dd270afbcdec456fa3ad1
22-06-2024,11,Finale - Nouvelle École,Dau,76,180000,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27383a0df30f0edbc00c5fc0d2a
22-06-2024,12,Flowers,Miley Cyrus,91,200600,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b27358039b5147731b6e52202e46
22-06-2024,13,Laboratoire,Werenoi,77,162840,album,18,TRUE,https://i.scdn.co/image/ab67616d0000b27338a0c9e975d3aee9b44a6918
22-06-2024,14,La faille,Jul,68,291280,album,21,TRUE,https://i.scdn.co/image/ab67616d0000b273c6f5a6c929bb4da899b35fa2
22-06-2024,15,Tattoo,Loreen,94,183374,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2732b0ba87db609976eee193bd6
22-06-2024,16,Solitaire,Werenoi,75,146440,album,10,TRUE,https://i.scdn.co/image/ab67616d0000b273cf79b3201cff3e3a19942f12
22-06-2024,17,Saiyan,Heuss L'enfoiré & Gazo,72,189829,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273a557147daf896f6c80b79d58
22-06-2024,18,Mr. Ocho,SDM,77,226653,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273455e89dbf3ce2e6d337be1d0
22-06-2024,19,Tiki Taka,Vacra,69,174829,album,8,FALSE,https://i.scdn.co/image/ab67616d0000b2734d82486b5c7a283ab9ed2797
22-06-2024,20,Capitaine,Djadja & Dinaz,77,155920,album,34,TRUE,https://i.scdn.co/image/ab67616d0000b27307d766657a7ded13871265af
22-06-2024,21,Decrescendo,Lomepal,77,218586,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273f3b4ab85fc00ae35007eb7d0
22-06-2024,22,Baby Don't Hurt Me,David Guetta & Anne-Marie & Coi Leray,93,140017,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b2730b4ef75c3728599aa4104f7a
22-06-2024,23,Nocif,Hamza,75,229386,album,17,TRUE,https://i.scdn.co/image/ab67616d0000b2736d70a04b5fbec88db801822f
22-06-2024,24,Dépassé,Nuit Incolore,76,172394,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273b157e61791dc23dff9786eb4
22-06-2024,25,Entraînement,Jul,71,251266,album,21,TRUE,https://i.scdn.co/image/ab67616d0000b273c6f5a6c929bb4da899b35fa2
22-06-2024,26,"1,2,3 Soleil",NAZAKEBLACK & Naza & KeBlack,69,173419,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273b97a798223df384eb95a3188
22-06-2024,27,The Ballet Girl,Aden Foyer,78,201424,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27347ec34af123096d55e5391e8
22-06-2024,28,Ciao,Werenoi,74,216333,album,18,TRUE,https://i.scdn.co/image/ab67616d0000b27338a0c9e975d3aee9b44a6918
22-06-2024,29,Miracle (with Ellie Goulding),Calvin Harris & Ellie Goulding,92,186496,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273c58e22815048f8dfb1aa8bd0
22-06-2024,30,Daylight,David Kushner,98,212953,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
22-06-2024,31,Business (feat. Naza),DYSTINCT,64,170435,album,17,FALSE,https://i.scdn.co/image/ab67616d0000b2732104123cf1e7823f560c2fce
22-06-2024,32,La bandite,Jul,79,160893,album,25,TRUE,https://i.scdn.co/image/ab67616d0000b2733c505b5ddcbdf80c7dff5a1f
22-06-2024,33,Piranha (feat. Vacra),Nahir & Vacra,70,155878,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273f2cc56ea19444cf909733b0a
22-06-2024,34,Substitution,Purple Disco Machine & Kungs,84,181477,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273a8bcf8fac8520ac2cbf72ea7
22-06-2024,35,Urus,Favé,72,147788,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273583586e9318379d1add68cfe
22-06-2024,36,BESO,ROSALÍA & Rauw Alejandro,96,194543,single,3,FALSE,https://i.scdn.co/image/ab67616d0000b2734d6cf0d0d5e32ca4fa3a59e1
22-06-2024,37,AMBER,Zola,68,182493,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b2733bbe265a079a047a655036de
22-06-2024,38,People,Libianca,94,184791,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273fc342f95f117d48dbdde9735
22-06-2024,39,La League,Werenoi,74,179572,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273530417284071d70ff30d43d9
22-06-2024,40,DIE,Gazo,77,240413,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273765b01901c10003211f8554d
22-06-2024,41,Je la connais,SCH,73,219533,album,13,TRUE,https://i.scdn.co/image/ab67616d0000b273491e586b82711d3023977d69
22-06-2024,42,As It Was,Harry Styles,93,167303,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
22-06-2024,43,Tek Tek (feat. MHD),DYSTINCT,64,161506,album,17,FALSE,https://i.scdn.co/image/ab67616d0000b2732104123cf1e7823f560c2fce
22-06-2024,44,TQG,KAROL G,96,197933,album,17,TRUE,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335
22-06-2024,45,Eyes Closed,Ed Sheeran,83,194848,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273a0aea3805ed6a87aa394c796
22-06-2024,46,Mon BB,Gradur & Hamza,65,188786,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2739ea4554512f28365bfca8fab
22-06-2024,47,FLEURS (feat. Tiakola),Gazo,75,210933,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273765b01901c10003211f8554d
22-06-2024,48,Coco,Jul,68,153413,album,21,TRUE,https://i.scdn.co/image/ab67616d0000b273c6f5a6c929bb4da899b35fa2
22-06-2024,49,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,96,221520,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2
22-06-2024,50,Khemem,Djadja & Dinaz,39,174571,album,35,TRUE,https://i.scdn.co/image/ab67616d0000b273299e5884fc6c0e26fe8e0009
23-06-2024,1,Bolide allemand,SDM,82,176746,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273455e89dbf3ce2e6d337be1d0
23-06-2024,2,Meuda,Tiakola,80,152546,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2731bbc72ff946f55d4d3188062
23-06-2024,3,C'est carré le S,Naps,57,201533,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b273d33a76e9a6447e09922125a7
23-06-2024,4,Demain,PLK,80,183013,single,10,TRUE,https://i.scdn.co/image/ab67616d0000b273390bfa914f9f7b04582aba5d
23-06-2024,5,LA RUE,No Limit & Gazo & Damso,80,225137,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27384f2454da0973c07a508b57e
23-06-2024,6,Rush,Ayra Starr,83,185093,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2734828f4b04d92d6641be98cc5
23-06-2024,7,Jolie (feat. Ninho),GAULOIS,77,159573,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b2733c9df4c3afb30980eec2674e
23-06-2024,8,TP,Sadek,63,178266,album,20,TRUE,https://i.scdn.co/image/ab67616d0000b2737ead397c5b37e15ce28d8b2c
23-06-2024,9,Laboratoire,Werenoi,77,162840,album,18,TRUE,https://i.scdn.co/image/ab67616d0000b27338a0c9e975d3aee9b44a6918
23-06-2024,10,Flowers,Miley Cyrus,91,200600,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b27358039b5147731b6e52202e46
23-06-2024,11,Finale - Nouvelle École,Dau,76,180000,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27383a0df30f0edbc00c5fc0d2a
23-06-2024,12,Nouvelles,PLK,77,179653,single,10,TRUE,https://i.scdn.co/image/ab67616d0000b273390bfa914f9f7b04582aba5d
23-06-2024,13,Tiki Taka,Vacra,69,174829,album,8,FALSE,https://i.scdn.co/image/ab67616d0000b2734d82486b5c7a283ab9ed2797
23-06-2024,14,Solitaire,Werenoi,75,146440,album,10,TRUE,https://i.scdn.co/image/ab67616d0000b273cf79b3201cff3e3a19942f12
23-06-2024,15,Saiyan,Heuss L'enfoiré & Gazo,73,189829,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273a557147daf896f6c80b79d58
23-06-2024,16,La faille,Jul,68,291280,album,21,TRUE,https://i.scdn.co/image/ab67616d0000b273c6f5a6c929bb4da899b35fa2
23-06-2024,17,Tattoo,Loreen,94,183374,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2732b0ba87db609976eee193bd6
23-06-2024,18,25 G,Ninho,73,250120,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273317dd270afbcdec456fa3ad1
23-06-2024,19,"1,2,3 Soleil",NAZAKEBLACK & Naza & KeBlack,69,173419,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273b97a798223df384eb95a3188
23-06-2024,20,Mr. Ocho,SDM,77,226653,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273455e89dbf3ce2e6d337be1d0
23-06-2024,21,Capitaine,Djadja & Dinaz,77,155920,album,34,TRUE,https://i.scdn.co/image/ab67616d0000b27307d766657a7ded13871265af
23-06-2024,22,Dépassé,Nuit Incolore,76,172394,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273b157e61791dc23dff9786eb4
23-06-2024,23,Baby Don't Hurt Me,David Guetta & Anne-Marie & Coi Leray,93,140017,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b2730b4ef75c3728599aa4104f7a
23-06-2024,24,Decrescendo,Lomepal,77,218586,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273f3b4ab85fc00ae35007eb7d0
23-06-2024,25,The Ballet Girl,Aden Foyer,78,201424,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27347ec34af123096d55e5391e8
23-06-2024,26,Nocif,Hamza,75,229386,album,17,TRUE,https://i.scdn.co/image/ab67616d0000b2736d70a04b5fbec88db801822f
23-06-2024,27,Miracle (with Ellie Goulding),Calvin Harris & Ellie Goulding,92,186496,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273c58e22815048f8dfb1aa8bd0
23-06-2024,28,Entraînement,Jul,71,251266,album,21,TRUE,https://i.scdn.co/image/ab67616d0000b273c6f5a6c929bb4da899b35fa2
23-06-2024,29,Urus,Favé,72,147788,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273583586e9318379d1add68cfe
23-06-2024,30,Business (feat. Naza),DYSTINCT,65,170435,album,17,FALSE,https://i.scdn.co/image/ab67616d0000b2732104123cf1e7823f560c2fce
23-06-2024,31,Ciao,Werenoi,74,216333,album,18,TRUE,https://i.scdn.co/image/ab67616d0000b27338a0c9e975d3aee9b44a6918
23-06-2024,32,La bandite,Jul,79,160893,album,25,TRUE,https://i.scdn.co/image/ab67616d0000b2733c505b5ddcbdf80c7dff5a1f
23-06-2024,33,Substitution,Purple Disco Machine & Kungs,84,181477,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273a8bcf8fac8520ac2cbf72ea7
23-06-2024,34,Daylight,David Kushner,98,212953,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
23-06-2024,35,Piranha (feat. Vacra),Nahir & Vacra,70,155878,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273f2cc56ea19444cf909733b0a
23-06-2024,36,BESO,ROSALÍA & Rauw Alejandro,96,194543,single,3,FALSE,https://i.scdn.co/image/ab67616d0000b2734d6cf0d0d5e32ca4fa3a59e1
23-06-2024,37,AMBER,Zola,68,182493,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b2733bbe265a079a047a655036de
23-06-2024,38,DIE,Gazo,77,240413,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273765b01901c10003211f8554d
23-06-2024,39,La League,Werenoi,75,179572,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273530417284071d70ff30d43d9
23-06-2024,40,People,Libianca,94,184791,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273fc342f95f117d48dbdde9735
23-06-2024,41,TQG,KAROL G,96,197933,album,17,TRUE,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335
23-06-2024,42,As It Was,Harry Styles,93,167303,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
23-06-2024,43,Tek Tek (feat. MHD),DYSTINCT,64,161506,album,17,FALSE,https://i.scdn.co/image/ab67616d0000b2732104123cf1e7823f560c2fce
23-06-2024,44,Jolie Go,Shay,72,166654,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2735a09eb134f4d28030aad22f3
23-06-2024,45,Eyes Closed,Ed Sheeran,83,194848,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273a0aea3805ed6a87aa394c796
23-06-2024,46,FLEURS (feat. Tiakola),Gazo,75,210933,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273765b01901c10003211f8554d
23-06-2024,47,Je la connais,SCH,73,219533,album,13,TRUE,https://i.scdn.co/image/ab67616d0000b273491e586b82711d3023977d69
23-06-2024,48,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,96,221520,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2
23-06-2024,49,Mon BB,Gradur & Hamza,66,188786,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2739ea4554512f28365bfca8fab
23-06-2024,50,Coco,Jul,69,153413,album,21,TRUE,https://i.scdn.co/image/ab67616d0000b273c6f5a6c929bb4da899b35fa2
24-06-2024,1,Bolide allemand,SDM,82,176746,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273455e89dbf3ce2e6d337be1d0
24-06-2024,2,Meuda,Tiakola,80,152546,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2731bbc72ff946f55d4d3188062
24-06-2024,3,C'est carré le S,Naps,58,201533,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b273d33a76e9a6447e09922125a7
24-06-2024,4,Demain,PLK,80,183013,single,10,TRUE,https://i.scdn.co/image/ab67616d0000b273390bfa914f9f7b04582aba5d
24-06-2024,5,Rush,Ayra Starr,83,185093,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2734828f4b04d92d6641be98cc5
24-06-2024,6,LA RUE,No Limit & Gazo & Damso,80,225137,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27384f2454da0973c07a508b57e
24-06-2024,7,Jolie (feat. Ninho),GAULOIS,77,159573,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b2733c9df4c3afb30980eec2674e
24-06-2024,8,Nouvelles,PLK,77,179653,single,10,TRUE,https://i.scdn.co/image/ab67616d0000b273390bfa914f9f7b04582aba5d
24-06-2024,9,TP,Sadek,64,178266,album,20,TRUE,https://i.scdn.co/image/ab67616d0000b2737ead397c5b37e15ce28d8b2c
24-06-2024,10,Laboratoire,Werenoi,77,162840,album,18,TRUE,https://i.scdn.co/image/ab67616d0000b27338a0c9e975d3aee9b44a6918
24-06-2024,11,Flowers,Miley Cyrus,91,200600,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b27358039b5147731b6e52202e46
24-06-2024,12,Saiyan,Heuss L'enfoiré & Gazo,73,189829,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273a557147daf896f6c80b79d58
24-06-2024,13,Finale - Nouvelle École,Dau,76,180000,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27383a0df30f0edbc00c5fc0d2a
24-06-2024,14,Tattoo,Loreen,94,183374,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2732b0ba87db609976eee193bd6
24-06-2024,15,Solitaire,Werenoi,75,146440,album,10,TRUE,https://i.scdn.co/image/ab67616d0000b273cf79b3201cff3e3a19942f12
24-06-2024,16,Tiki Taka,Vacra,69,174829,album,8,FALSE,https://i.scdn.co/image/ab67616d0000b2734d82486b5c7a283ab9ed2797
24-06-2024,17,La faille,Jul,68,291280,album,21,TRUE,https://i.scdn.co/image/ab67616d0000b273c6f5a6c929bb4da899b35fa2
24-06-2024,18,Decrescendo,Lomepal,77,218586,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273f3b4ab85fc00ae35007eb7d0
24-06-2024,19,Dépassé,Nuit Incolore,76,172394,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273b157e61791dc23dff9786eb4
24-06-2024,20,Baby Don't Hurt Me,David Guetta & Anne-Marie & Coi Leray,93,140017,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b2730b4ef75c3728599aa4104f7a
24-06-2024,21,"1,2,3 Soleil",NAZAKEBLACK & Naza & KeBlack,70,173419,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273b97a798223df384eb95a3188
24-06-2024,22,Mr. Ocho,SDM,77,226653,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273455e89dbf3ce2e6d337be1d0
24-06-2024,23,Capitaine,Djadja & Dinaz,77,155920,album,34,TRUE,https://i.scdn.co/image/ab67616d0000b27307d766657a7ded13871265af
24-06-2024,24,BESO,ROSALÍA & Rauw Alejandro,96,194543,single,3,FALSE,https://i.scdn.co/image/ab67616d0000b2734d6cf0d0d5e32ca4fa3a59e1
24-06-2024,25,Nocif,Hamza,75,229386,album,17,TRUE,https://i.scdn.co/image/ab67616d0000b2736d70a04b5fbec88db801822f
24-06-2024,26,The Ballet Girl,Aden Foyer,78,201424,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27347ec34af123096d55e5391e8
24-06-2024,27,Piranha (feat. Vacra),Nahir & Vacra,70,155878,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273f2cc56ea19444cf909733b0a
24-06-2024,28,Daylight,David Kushner,98,212953,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
24-06-2024,29,25 G,Ninho,73,250120,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273317dd270afbcdec456fa3ad1
24-06-2024,30,Entraînement,Jul,72,251266,album,21,TRUE,https://i.scdn.co/image/ab67616d0000b273c6f5a6c929bb4da899b35fa2
24-06-2024,31,Miracle (with Ellie Goulding),Calvin Harris & Ellie Goulding,92,186496,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273c58e22815048f8dfb1aa8bd0
24-06-2024,32,Urus,Favé,72,147788,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273583586e9318379d1add68cfe
24-06-2024,33,Ciao,Werenoi,74,216333,album,18,TRUE,https://i.scdn.co/image/ab67616d0000b27338a0c9e975d3aee9b44a6918
24-06-2024,34,Business (feat. Naza),DYSTINCT,66,170435,album,17,FALSE,https://i.scdn.co/image/ab67616d0000b2732104123cf1e7823f560c2fce
24-06-2024,35,People,Libianca,94,184791,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273fc342f95f117d48dbdde9735
24-06-2024,36,Substitution,Purple Disco Machine & Kungs,85,181477,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273a8bcf8fac8520ac2cbf72ea7
24-06-2024,37,La bandite,Jul,79,160893,album,25,TRUE,https://i.scdn.co/image/ab67616d0000b2733c505b5ddcbdf80c7dff5a1f
24-06-2024,38,AMBER,Zola,68,182493,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b2733bbe265a079a047a655036de
24-06-2024,39,La League,Werenoi,75,179572,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273530417284071d70ff30d43d9
